header,true_label,true_label_id,pred_label,pred_label_id,second_best_label,confidence,entropy,margin,correct,original_label,prob_None,prob_DNA,prob_DNA/Academ-1,prob_DNA/CMC,prob_DNA/Kolobok,prob_DNA/P,prob_DNA/PIF-Harbinger,prob_DNA/PiggyBac,prob_DNA/Sola-2,prob_DNA/TcMar-Tc1,prob_DNA/hAT
hAT_964-aEngPus#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.1988589,2.3155541,0.085122675,False,DNA/hAT,0.1988589,0.0655924,0.07757364,0.08827272,0.102100834,0.11373623,0.05338303,0.065964274,0.10899688,0.05165679,0.073864244
hAT_970-aEngPus#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19881131,2.315673,0.0851108,False,DNA/hAT,0.19881131,0.06575004,0.077536635,0.08818878,0.10217338,0.11370051,0.05338577,0.066047914,0.108909875,0.051657338,0.07383845
hAT_979-aEngPus#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19901298,2.315405,0.08524133,False,DNA/hAT,0.19901298,0.06570168,0.077474415,0.08819209,0.102202214,0.11377165,0.05336437,0.06600361,0.10889349,0.05160378,0.0737797
hAT_980-aEngPus#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19890206,2.3155427,0.08513932,False,DNA/hAT,0.19890206,0.06572864,0.07749202,0.08819288,0.10218016,0.11376274,0.053384192,0.06602362,0.108902104,0.051629398,0.07380214
hAT_30-aEngPus#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20014507,2.313475,0.085473575,False,DNA/hAT,0.20014507,0.064533584,0.07695681,0.088206016,0.10280375,0.11467149,0.0534603,0.065491244,0.108979344,0.05153632,0.07321609
hAT_76-aEngPus#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.1998751,2.3139627,0.08545983,False,DNA/hAT,0.1998751,0.064883746,0.07702631,0.088273875,0.10258682,0.11441527,0.053416334,0.06559984,0.108994156,0.051563103,0.07336546
hAT_73-aGasCar#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19986627,2.3148,0.08661161,False,DNA/hAT,0.19986627,0.06514432,0.0775534,0.08853411,0.102360174,0.11325465,0.053324938,0.06582638,0.10841881,0.051756144,0.073960766
hAT_86-aGasCar#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20036998,2.3134408,0.08622931,False,DNA/hAT,0.20036998,0.06364853,0.07732941,0.08879123,0.10262432,0.114140674,0.053464267,0.065254174,0.10878811,0.051808488,0.073780835
hAT_95-aGasCar#DNA,DNA,1,None,0,DNA/P,0.20078209,2.3122928,0.08573577,False,DNA,0.20078209,0.063141815,0.07680192,0.088894844,0.10274614,0.11504632,0.05349977,0.06484665,0.10919069,0.051737495,0.0733123
PIF-Harbinger_12-aGasCar#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.20039997,2.3129067,0.08562065,False,DNA/PIF-Harbinger,0.20039997,0.063720584,0.07685767,0.088713564,0.10271321,0.114779316,0.053441416,0.06509899,0.10921451,0.051679052,0.07338174
PIF-Harbinger_19-aGasCar#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.2005168,2.312736,0.08566761,False,DNA/PIF-Harbinger,0.2005168,0.06380931,0.07683236,0.088567376,0.102772474,0.114849195,0.053393316,0.065092295,0.109229274,0.05161866,0.073318936
hAT_117-aGasCar#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20280208,2.3078022,0.0856352,False,DNA/hAT,0.20280208,0.060232118,0.0757267,0.08898143,0.104134776,0.11716688,0.053619415,0.063414745,0.10992689,0.05156526,0.07242969
TcMar-Tc1_2-aGasCar#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20396128,2.30642,0.08622241,False,DNA/TcMar-Tc1,0.20396128,0.061001007,0.07499861,0.08820512,0.1043098,0.11773887,0.05367007,0.06337657,0.10999105,0.05114127,0.07160629
TcMar-Tc1_6-aGasCar#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20456953,2.305745,0.08689367,False,DNA/TcMar-Tc1,0.20456953,0.06103639,0.07468078,0.0884235,0.10476797,0.11767586,0.05345047,0.06334819,0.109560944,0.05118448,0.07130188
TcMar-Tc1_8-aGasCar#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20388411,2.3063357,0.08600035,False,DNA/TcMar-Tc1,0.20388411,0.06088125,0.0746814,0.08842462,0.104785666,0.11788376,0.053634576,0.063347585,0.10978519,0.0513339,0.07135789
hAT_99-aGeoSer#DNA,DNA,1,None,0,DNA/P,0.20083654,2.311727,0.08558288,False,DNA,0.20083654,0.062262554,0.07686807,0.08907293,0.10302163,0.11525366,0.053455852,0.064624324,0.10942799,0.051701125,0.073475346
hAT_145-aGeoSer#DNA,DNA,1,None,0,DNA/P,0.20112702,2.3114,0.08590067,False,DNA,0.20112702,0.06220843,0.07679405,0.0891708,0.10302861,0.11522635,0.053401187,0.06458312,0.10938967,0.051665403,0.07340537
hAT_324-aGeoSer#DNA,DNA,1,None,0,DNA/P,0.2011449,2.311437,0.08596525,False,DNA,0.2011449,0.06229035,0.07680154,0.08912907,0.10292419,0.11517965,0.05340106,0.064610295,0.10944773,0.051657483,0.07341377
hAT_16-aGeoSer#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20416623,2.3065157,0.08696963,False,DNA/hAT,0.20416623,0.061176658,0.07536768,0.08816083,0.104259804,0.117196605,0.05345068,0.06356287,0.10978162,0.051010348,0.07186668
hAT_28-aGeoSer#DNA,DNA,1,None,0,DNA/P,0.20071481,2.3125381,0.08563197,False,DNA,0.20071481,0.065716125,0.07633514,0.08819957,0.10270578,0.115082845,0.053302705,0.065408215,0.10914815,0.05083868,0.072548024
hAT_49-aGeoSer#DNA,DNA,1,None,0,DNA/P,0.1973075,2.3184037,0.08457139,False,DNA,0.1973075,0.07077216,0.07717718,0.0874706,0.10162905,0.112736106,0.05337542,0.06737365,0.10821581,0.050912112,0.07303034
hAT_52-aGeoSer#DNA,DNA,1,None,0,DNA/P,0.19730614,2.318423,0.084659286,False,DNA,0.19730614,0.07099289,0.07717109,0.087405786,0.10166285,0.112646855,0.053330667,0.06734821,0.10821597,0.05087848,0.073041014
hAT_55-aGeoSer#DNA,DNA,1,None,0,DNA/P,0.19720991,2.318566,0.08459901,False,DNA,0.19720991,0.07106731,0.07717686,0.087433554,0.101658076,0.1126109,0.053350184,0.0673849,0.10816968,0.0508955,0.073043175
hAT_62-aGeoSer#DNA,DNA,1,None,0,DNA/P,0.19479729,2.3219576,0.08349387,False,DNA,0.19479729,0.074002184,0.07759019,0.086921476,0.10134386,0.11130342,0.05320262,0.068795875,0.107668325,0.050933547,0.07344119
hAT_93-aGeoSer#DNA,DNA,1,None,0,DNA/P,0.19809346,2.3172772,0.085065916,False,DNA,0.19809346,0.07036149,0.07692521,0.08753387,0.101764955,0.11302754,0.053246073,0.067123175,0.10836426,0.05080208,0.07275791
hAT_109-aGeoSer#DNA,DNA,1,None,0,DNA/P,0.19570874,2.3207703,0.08400598,False,DNA,0.19570874,0.07337495,0.07730575,0.08686708,0.10150204,0.111702755,0.053207826,0.068389334,0.107861646,0.05092312,0.07315678
hAT_124-aGeoSer#DNA,DNA,1,None,0,DNA/P,0.19559674,2.3209922,0.084050864,False,DNA,0.19559674,0.07377423,0.077460386,0.086711064,0.10128219,0.111545876,0.053201664,0.06839754,0.10792914,0.050883748,0.073217444
hAT_128-aGeoSer#DNA,DNA,1,None,0,DNA/P,0.19761164,2.3176825,0.08445455,False,DNA,0.19761164,0.070159175,0.0769159,0.0876098,0.1018971,0.11315709,0.05334891,0.06706169,0.10846498,0.050966736,0.072806954
hAT_135-aGeoSer#DNA,DNA,1,None,0,DNA/P,0.1963444,2.319839,0.084301196,False,DNA,0.1963444,0.07286992,0.07712415,0.086948715,0.10153272,0.11204321,0.05323829,0.068142235,0.108097784,0.05079709,0.07286152
hAT_165-aGeoSer#DNA,DNA,1,None,0,DNA/P,0.19521326,2.3212628,0.08342359,False,DNA,0.19521326,0.07364255,0.07728823,0.08682832,0.10157082,0.111789666,0.053300112,0.06840965,0.10786345,0.05100329,0.07309063
hAT_168-aGeoSer#DNA,DNA,1,None,0,DNA/P,0.19514504,2.3213737,0.083353646,False,DNA,0.19514504,0.07365232,0.07734191,0.08678374,0.10154782,0.111791395,0.05333953,0.06844598,0.1078322,0.051017303,0.073102795
hAT_180-aGeoSer#DNA,DNA,1,None,0,DNA/P,0.19554357,2.3207955,0.08363427,False,DNA,0.19554357,0.07341577,0.0772207,0.08673668,0.101631746,0.1119093,0.053257156,0.06855329,0.10789046,0.05078757,0.07305386
hAT_190-aGeoSer#DNA,DNA,1,None,0,DNA/P,0.19708994,2.3187368,0.08467749,False,DNA,0.19708994,0.07252697,0.07698217,0.08677607,0.10143478,0.11241245,0.05321012,0.06779457,0.108522534,0.050602857,0.07264751
hAT_204-aGeoSer#DNA,DNA,1,None,0,DNA/P,0.19622067,2.3198175,0.08396487,False,DNA,0.19622067,0.073064975,0.07708204,0.08665148,0.10153991,0.1122558,0.053191945,0.068181105,0.10824469,0.05070404,0.07286326
hAT_218-aGeoSer#DNA,DNA,1,None,0,DNA/P,0.19669282,2.319297,0.08432339,False,DNA,0.19669282,0.07281513,0.07693725,0.086651504,0.10153546,0.11236943,0.053261835,0.06794274,0.108342625,0.05075938,0.0726919
hAT_232-aGeoSer#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20077367,2.3123348,0.085041076,False,DNA/hAT,0.20077367,0.06640536,0.07604006,0.08801051,0.10252304,0.115732595,0.05334762,0.06524911,0.10912366,0.05076537,0.07202905
hAT_234-aGeoSer#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19975151,2.314494,0.08544921,False,DNA/hAT,0.19975151,0.068615064,0.07634126,0.087221526,0.10222002,0.1143023,0.053196594,0.06637108,0.10899889,0.05062439,0.07235733
hAT_237-aGeoSer#DNA,DNA,1,None,0,DNA/P,0.19664334,2.3192205,0.084009826,False,DNA,0.19664334,0.072501235,0.07671465,0.08677289,0.10186091,0.11263351,0.05336457,0.06796038,0.10820845,0.05082113,0.072518945
hAT_272-aGeoSer#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20455386,2.3052192,0.085924014,False,DNA/hAT,0.20455386,0.06187179,0.0743326,0.0879804,0.10450267,0.11862984,0.053524364,0.06340711,0.11002137,0.050526593,0.07064939
hAT_57-aLepFus#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19940269,2.314223,0.084860206,False,DNA/hAT,0.19940269,0.063978255,0.07759187,0.08844864,0.102217264,0.114542484,0.053586375,0.0652859,0.10939269,0.051685024,0.073868744
TcMar-Tc1_25-aLepFus#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20311023,2.307465,0.08485494,False,DNA/TcMar-Tc1,0.20311023,0.06240044,0.07490375,0.08743359,0.104410425,0.118255295,0.05390214,0.063588016,0.1098994,0.051000115,0.071096525
TcMar-Tc1_26-aLepFus#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20319131,2.3076365,0.08506704,False,DNA/TcMar-Tc1,0.20319131,0.06283466,0.07508608,0.087004386,0.10421202,0.11812427,0.05391087,0.06375678,0.1098578,0.050825555,0.07119619
TcMar-Tc1_27-aLepFus#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20292194,2.3078802,0.08470204,False,DNA/TcMar-Tc1,0.20292194,0.06286077,0.07497663,0.08708104,0.10432473,0.118219905,0.05396045,0.063737236,0.1098488,0.05095509,0.07111344
hAT_208-aManAur#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19903019,2.3149657,0.0850341,False,DNA/hAT,0.19903019,0.06463847,0.077385396,0.088499725,0.10248794,0.11399609,0.053369645,0.06565513,0.10913882,0.051844765,0.0739539
hAT_42-aManAur#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.1989787,2.3150775,0.08503131,False,DNA/hAT,0.1989787,0.0649326,0.07744378,0.088548355,0.102308474,0.1139474,0.05330191,0.0656758,0.10914165,0.051774003,0.07394734
hAT_79-aManAur#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.1986757,2.3156044,0.084763415,False,DNA/hAT,0.1986757,0.065343805,0.07754805,0.088366926,0.10217042,0.11391229,0.05341941,0.06584628,0.10904173,0.05174696,0.073928475
hAT_167-aManAur#DNA,DNA,1,None,0,DNA/P,0.20154205,2.3114083,0.0865039,False,DNA,0.20154205,0.06371395,0.0763381,0.088548556,0.10298894,0.11503815,0.053281628,0.064887114,0.10933226,0.051492646,0.07283666
TcMar-Tc1_3-aManAur#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20338982,2.307539,0.086522736,False,DNA/TcMar-Tc1,0.20338982,0.060954675,0.07543346,0.088955626,0.10386357,0.11686709,0.053498995,0.06356439,0.109873146,0.05141503,0.07218419
hAT_190-aManAur#DNA,DNA,1,None,0,DNA/P,0.20125087,2.3121397,0.086416505,False,DNA,0.20125087,0.0656413,0.07614959,0.087842114,0.10276326,0.11483436,0.05327709,0.065420166,0.10931482,0.051002182,0.07250418
hAT_191-aManAur#DNA,DNA,1,None,0,DNA/P,0.20117268,2.3122163,0.0863061,False,DNA,0.20117268,0.06564231,0.07614514,0.087802015,0.102809526,0.11486658,0.053301897,0.06541546,0.1093027,0.051023506,0.07251816
hAT_196-aManAur#DNA,DNA,1,None,0,DNA/P,0.20068797,2.3126996,0.08564617,False,DNA,0.20068797,0.06554894,0.07618682,0.087858915,0.1027989,0.11504181,0.0534376,0.06548604,0.10930007,0.051132686,0.07252024
hAT_200-aManAur#DNA,DNA,1,None,0,DNA/P,0.20263436,2.3091671,0.08604923,False,DNA,0.20263436,0.06358182,0.07560894,0.08797678,0.10352381,0.116585135,0.05345652,0.06437815,0.10955637,0.050809927,0.071888186
TcMar-Tc1_36-aManAur#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20343997,2.3075395,0.08608576,False,DNA/TcMar-Tc1,0.20343997,0.06136077,0.07520365,0.08815301,0.10416989,0.11735421,0.053885076,0.063697204,0.109698884,0.051287092,0.07175015
hAT_211-aManAur#DNA,DNA,1,None,0,DNA/P,0.20014821,2.3132768,0.08437448,False,DNA,0.20014821,0.06763983,0.076381944,0.08700086,0.10245585,0.11577373,0.05363204,0.06552428,0.10904962,0.050452687,0.07194086
hAT_5-aManAur#DNA,DNA,1,None,0,DNA/P,0.20789845,2.2984972,0.08717484,False,DNA,0.20789845,0.058316767,0.072646454,0.088704124,0.10639468,0.12072361,0.05345848,0.06165468,0.11074441,0.05042845,0.06902982
TcMar-Tc1_9-aMicUni#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20324884,2.3077428,0.08601212,False,DNA/TcMar-Tc1,0.20324884,0.06250602,0.07520816,0.08805276,0.103816725,0.117236726,0.053468447,0.064014375,0.11004331,0.050867286,0.07153733
hAT_88-aMicUni#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20470788,2.3051002,0.08659621,False,DNA/hAT,0.20470788,0.061108265,0.07468015,0.088451624,0.10441523,0.11811166,0.053431094,0.06328718,0.11005676,0.05061237,0.0711378
hAT_319-aMixFle#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20073278,2.3124733,0.08614054,False,DNA/hAT,0.20073278,0.06290463,0.07708676,0.08915394,0.10263679,0.11459224,0.05339604,0.064805575,0.109236255,0.05187211,0.0735828
hAT_354-aMixFle#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.201335,2.3107147,0.08556683,False,DNA/hAT,0.201335,0.061268017,0.07659915,0.089279234,0.10322092,0.115768164,0.053556804,0.064277135,0.10955264,0.051856294,0.07328667
hAT_407-aMixFle#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20119828,2.3109615,0.08548283,False,DNA/hAT,0.20119828,0.06153276,0.07662359,0.08914877,0.10319709,0.11571545,0.053560067,0.06435525,0.10954887,0.0518345,0.073285356
hAT_431-aMixFle#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20121261,2.3107898,0.08525274,False,DNA/hAT,0.20121261,0.0614572,0.07655667,0.08910018,0.103253424,0.115959875,0.05357487,0.06427977,0.109592624,0.051827542,0.0731852
hAT_480-aMixFle#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20197225,2.3095477,0.08569846,False,DNA/hAT,0.20197225,0.060644988,0.07621382,0.08924771,0.10373551,0.11627378,0.05363836,0.063901104,0.10953062,0.051846977,0.07299488
hAT_491-aMixFle#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.2014367,2.3107297,0.08576269,False,DNA/hAT,0.2014367,0.0616677,0.07647529,0.08915252,0.1031984,0.11567401,0.05348644,0.06440199,0.10955354,0.05177796,0.0731755
hAT_522-aMixFle#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20166653,2.3103213,0.08573114,False,DNA/hAT,0.20166653,0.06153863,0.07649898,0.08902953,0.103274666,0.11593539,0.053502206,0.064221315,0.10951365,0.051697046,0.07312214
hAT_3-aMixFle#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20132466,2.3107963,0.085503004,False,DNA/hAT,0.20132466,0.061736934,0.07654692,0.089062154,0.10318007,0.11582165,0.053526163,0.06434985,0.109555274,0.051728588,0.073167734
hAT_34-aMixFle#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.2020184,2.309394,0.08567604,False,DNA/hAT,0.2020184,0.060773242,0.07615092,0.089411736,0.103776984,0.11634236,0.053576093,0.06387854,0.10951451,0.051738333,0.07281891
hAT_58-aMixFle#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.20148727,2.3106825,0.085725814,False,DNA/hAT,0.20148727,0.061882097,0.07649888,0.08899104,0.1030971,0.11576146,0.05348795,0.064361766,0.109610766,0.051692147,0.07312952
PIF-Harbinger_2-aMixFle#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.20118353,2.3114276,0.08581568,False,DNA/PIF-Harbinger,0.20118353,0.062478002,0.07654357,0.089025415,0.10303968,0.115367845,0.053527523,0.064551264,0.10938424,0.051755566,0.073143445
PIF-Harbinger_3-aMixFle#DNA/PIF-Harbinger,DNA/PIF-Harbinger,6,None,0,DNA/P,0.2012882,2.3112788,0.08588585,False,DNA/PIF-Harbinger,0.2012882,0.062426306,0.07656183,0.0889697,0.10304491,0.11540234,0.05351812,0.06450861,0.109399706,0.05171899,0.073161244
hAT_85-aMixFle#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.2026666,2.3095016,0.08723827,False,DNA/hAT,0.2026666,0.061740242,0.076357715,0.089376524,0.10309055,0.11542833,0.053310715,0.06411437,0.10942,0.051600702,0.0728943
TcMar-Tc1_25-aPelFus#DNA/TcMar-Tc1,DNA/TcMar-Tc1,9,None,0,DNA/P,0.20437337,2.3053963,0.08609413,False,DNA/TcMar-Tc1,0.20437337,0.06038039,0.074667595,0.08834812,0.10478424,0.11827924,0.05368849,0.06311316,0.10996116,0.051113043,0.07129128
hAT_5-aPelIbe#DNA,DNA,1,None,0,DNA/P,0.20137963,2.3108935,0.085867144,False,DNA,0.20137963,0.062487874,0.07611926,0.089420505,0.10315548,0.11551248,0.053419683,0.064409755,0.10956819,0.051625986,0.07290113
hAT_1087-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19913103,2.31491,0.08539782,False,DNA/hAT,0.19913103,0.064018145,0.0776336,0.088930555,0.102393314,0.11373321,0.053455703,0.06545292,0.10907822,0.051985342,0.07418801
hAT_216-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19946177,2.3145432,0.085801505,False,DNA/hAT,0.19946177,0.064080335,0.07746311,0.08902041,0.102516875,0.11366027,0.05337175,0.06550103,0.10901831,0.051893156,0.07401302
hAT_241-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19941524,2.3145983,0.08578951,False,DNA/hAT,0.19941524,0.06409146,0.07752046,0.08901658,0.10251455,0.11362573,0.053354654,0.06547545,0.10901411,0.05189555,0.07407621
hAT_644-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19909617,2.315077,0.085450724,False,DNA/hAT,0.19909617,0.06422175,0.07767216,0.0888627,0.10232612,0.11364545,0.053469125,0.0655172,0.109011754,0.051971637,0.07420602
hAT_685-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19906797,2.31515,0.08547502,False,DNA/hAT,0.19906797,0.06427346,0.07767323,0.08885675,0.1023117,0.113592945,0.053467803,0.06554525,0.109011404,0.05199,0.07420953
hAT_856-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19936861,2.3146815,0.08572802,False,DNA/hAT,0.19936861,0.064205006,0.07758969,0.08892816,0.10237618,0.11364059,0.053343173,0.06547933,0.10906257,0.051870868,0.07413585
hAT_864-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19912338,2.3151019,0.08561291,False,DNA/hAT,0.19912338,0.0644059,0.07762678,0.08889846,0.10234021,0.113510475,0.053384967,0.065580875,0.10899469,0.051944062,0.07419022
hAT_904-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19904412,2.3152065,0.08547882,False,DNA/hAT,0.19904412,0.064353466,0.07769794,0.08882368,0.10228211,0.1135653,0.053468663,0.06556893,0.10900881,0.051966142,0.07422078
hAT_146-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19942124,2.3147545,0.085850805,False,DNA/hAT,0.19942124,0.06442189,0.07759185,0.08882392,0.10236083,0.11357044,0.05336536,0.06553733,0.108967155,0.05184116,0.0740988
hAT_153-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19908899,2.3151612,0.08550133,False,DNA/hAT,0.19908899,0.06442872,0.07771646,0.08876663,0.102220714,0.11358766,0.05346369,0.0655477,0.109037645,0.051920634,0.07422115
hAT_176-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.1992081,2.3149838,0.085675895,False,DNA/hAT,0.1992081,0.06449059,0.077649,0.08882206,0.102316864,0.1135322,0.053364996,0.06558433,0.10902857,0.05183746,0.07416587
hAT_242-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19910745,2.315174,0.08555734,False,DNA/hAT,0.19910745,0.064557895,0.077628024,0.08880463,0.10231288,0.11355011,0.053427357,0.065619715,0.10893764,0.051903754,0.07415058
hAT_325-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19921458,2.315068,0.0857103,False,DNA/hAT,0.19921458,0.06459387,0.07765526,0.08874799,0.10229112,0.113504276,0.053381797,0.06560986,0.108969495,0.051870484,0.074161194
hAT_349-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19885847,2.3155382,0.08536546,False,DNA/hAT,0.19885847,0.06463697,0.077749126,0.08872412,0.10218698,0.11349301,0.053503174,0.065658994,0.10897798,0.05195979,0.074251465
hAT_415-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19926298,2.3149679,0.085711576,False,DNA/hAT,0.19926298,0.06458628,0.07759671,0.08876475,0.102288015,0.1135514,0.05338031,0.06560312,0.10901692,0.051835228,0.074114256
hAT_458-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19889536,2.3155282,0.085436344,False,DNA/hAT,0.19889536,0.06468227,0.0777793,0.08867762,0.10214813,0.11345902,0.053490918,0.06567319,0.10898516,0.051935922,0.074273095
hAT_460-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19887938,2.3155143,0.08539359,False,DNA/hAT,0.19887938,0.064645894,0.077745594,0.08870453,0.102184266,0.11348578,0.053495135,0.065663494,0.10899143,0.051946722,0.07425777
hAT_473-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19905645,2.315283,0.08553935,False,DNA/hAT,0.19905645,0.064631335,0.07773363,0.08867085,0.1021581,0.1135171,0.053464983,0.065624945,0.10903543,0.0518776,0.0742296
hAT_531-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19914438,2.3150926,0.08555296,False,DNA/hAT,0.19914438,0.06458924,0.07764314,0.088747755,0.102303535,0.11359142,0.053407196,0.06560629,0.10898281,0.05185221,0.07413198
hAT_534-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19907871,2.3153243,0.0856169,False,DNA/hAT,0.19907871,0.06470097,0.07773103,0.08866869,0.102150686,0.11346181,0.053463727,0.06564242,0.10898953,0.05189949,0.07421291
hAT_572-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19913684,2.3152022,0.08565326,False,DNA/hAT,0.19913684,0.06469358,0.077658735,0.08874586,0.10228237,0.11348358,0.053421855,0.06565692,0.10892206,0.05185464,0.07414358
hAT_595-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19918989,2.3151739,0.085772246,False,DNA/hAT,0.19918989,0.06476167,0.07760858,0.08877103,0.102257304,0.11341764,0.053379305,0.06569561,0.10895148,0.051859897,0.07410756
hAT_604-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19919984,2.3151379,0.08570042,False,DNA/hAT,0.19919984,0.06474058,0.07768647,0.0887019,0.102208756,0.11349942,0.05339961,0.065629154,0.10895604,0.05183232,0.0741459
hAT_636-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19918829,2.3152,0.085675344,False,DNA/hAT,0.19918829,0.06474444,0.07766433,0.08867491,0.10222734,0.11351295,0.05345413,0.06565285,0.1089016,0.051872414,0.07410669
hAT_638-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.1991156,2.3152533,0.08564993,False,DNA/hAT,0.1991156,0.0647835,0.077681094,0.08869441,0.102223665,0.113465674,0.05340395,0.0656651,0.10895562,0.051858105,0.07415322
hAT_658-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19920427,2.3151658,0.085726075,False,DNA/hAT,0.19920427,0.06480163,0.077683195,0.08864871,0.102236554,0.11347819,0.053403534,0.065650776,0.10892073,0.051823333,0.07414906
hAT_688-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19897388,2.3154376,0.085530914,False,DNA/hAT,0.19897388,0.06483281,0.07766805,0.08871124,0.10220793,0.113442965,0.053413197,0.06572825,0.10895414,0.05189702,0.074170575
hAT_692-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19927882,2.315005,0.08577777,False,DNA/hAT,0.19927882,0.06475668,0.07760359,0.08870952,0.10222913,0.11350105,0.053350784,0.0656518,0.10901914,0.051792085,0.07410737
hAT_707-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19876471,2.3157628,0.08533103,False,DNA/hAT,0.19876471,0.064907186,0.07782435,0.08858835,0.102058366,0.11343368,0.053529933,0.065728985,0.10896011,0.05191679,0.07428753
PiggyBac_14-aPelLes#DNA/PiggyBac,DNA/PiggyBac,7,None,0,DNA/P,0.20072119,2.3123362,0.085912935,False,DNA/PiggyBac,0.20072119,0.06268429,0.07692852,0.08910493,0.102673315,0.114808254,0.053478904,0.06488252,0.10934985,0.05183256,0.07353567
hAT_769-aPelLes#DNA/hAT,DNA/hAT,10,None,0,DNA/P,0.19896416,2.3155525,0.08556548,False,DNA/hAT,0.19896416,0.065028936,0.07773753,0.08859039,0.10216296,0.113398686,0.053447798,0.06575992,0.108883575,0.051857058,0.074168906
